name, screen_number, X, Y, surface_level_m_above_datum, screen_top_m_above_datum, screen_bottom_m_above_datum,begin_date,end_date
B39D2737-01_exported,   -0.06,    0.00,  200.00,    5.14,    5.09,   -0.06,1-1-1998,7-9-2023

Date(dd-mm-yyyy HH:MM:SS),head(m above datum)
13-3-1999  08:00:00,  4.7190
14-3-1999  08:00:00,  4.7676
15-3-1999  08:00:00,  4.7566
16-3-1999  08:00:00,  4.6890
17-3-1999  08:00:00,  4.6128
18-3-1999  08:00:00,  4.5308
19-3-1999  08:00:00,  4.4571
20-3-1999  08:00:00,  4.4016
21-3-1999  08:00:00,  4.3407
22-3-1999  08:00:00,  4.2789
23-3-1999  08:00:00,  4.2380
24-3-1999  08:00:00,  4.2178
25-3-1999  08:00:00,  4.2127
26-3-1999  08:00:00,  4.2376
27-3-1999  08:00:00,  4.2500
28-3-1999  08:00:00,  4.2147
29-3-1999  08:00:00,  4.1615
30-3-1999  08:00:00,  4.1711
31-3-1999  08:00:00,  4.2997
1-4-1999  08:00:00,  4.3413
2-4-1999  08:00:00,  4.2698
3-4-1999  08:00:00,  4.1656
4-4-1999  08:00:00,  4.0967
5-4-1999  08:00:00,  4.0430
6-4-1999  08:00:00,  4.0044
7-4-1999  08:00:00,  3.9979
8-4-1999  08:00:00,  3.9923
9-4-1999  08:00:00,  3.9988
10-4-1999  08:00:00,  4.0208
11-4-1999  08:00:00,  4.0729
12-4-1999  08:00:00,  4.1401
13-4-1999  08:00:00,  4.1749
14-4-1999  08:00:00,  4.1924
15-4-1999  08:00:00,  4.1856
16-4-1999  08:00:00,  4.2307
17-4-1999  08:00:00,  4.3624
18-4-1999  08:00:00,  4.4435
19-4-1999  08:00:00,  4.4291
20-4-1999  08:00:00,  4.3731
21-4-1999  08:00:00,  4.3202
22-4-1999  08:00:00,  4.2852
23-4-1999  08:00:00,  4.2674
24-4-1999  08:00:00,  4.2639
25-4-1999  08:00:00,  4.2389
26-4-1999  08:00:00,  4.2117
27-4-1999  08:00:00,  4.1781
28-4-1999  08:00:00,  4.1362
29-4-1999  08:00:00,  4.0973
30-4-1999  08:00:00,  4.0582
1-5-1999  08:00:00,  4.0190
2-5-1999  08:00:00,  3.9856
3-5-1999  08:00:00,  3.9673
4-5-1999  08:00:00,  3.9560
5-5-1999  08:00:00,  3.9576
6-5-1999  08:00:00,  3.9791
7-5-1999  08:00:00,  3.9738
8-5-1999  08:00:00,  3.9649
9-5-1999  08:00:00,  3.9566
10-5-1999  08:00:00,  3.9615
11-5-1999  08:00:00,  3.9901
12-5-1999  08:00:00,  4.0506
13-5-1999  08:00:00,  4.0845
14-5-1999  08:00:00,  4.0885
15-5-1999  08:00:00,  4.0921
16-5-1999  08:00:00,  4.1795
17-5-1999  08:00:00,  4.3325
18-5-1999  08:00:00,  4.4591
19-5-1999  08:00:00,  4.5387
20-5-1999  08:00:00,  4.5695
21-5-1999  08:00:00,  4.5645
22-5-1999  08:00:00,  4.5206
23-5-1999  08:00:00,  4.4767
24-5-1999  08:00:00,  4.4386
25-5-1999  08:00:00,  4.4506
26-5-1999  08:00:00,  4.4737
27-5-1999  08:00:00,  4.4941
28-5-1999  08:00:00,  4.5111
29-5-1999  08:00:00,  4.4978
30-5-1999  08:00:00,  4.4665
31-5-1999  08:00:00,  4.4404
1-6-1999  08:00:00,  4.4233
2-6-1999  08:00:00,  4.3883
3-6-1999  08:00:00,  4.3539
4-6-1999  08:00:00,  4.3232
5-6-1999  08:00:00,  4.3112
6-6-1999  08:00:00,  4.3347
7-6-1999  08:00:00,  4.3328
8-6-1999  08:00:00,  4.3181
9-6-1999  08:00:00,  4.3236
10-6-1999  08:00:00,  4.3356
11-6-1999  08:00:00,  4.3105
12-6-1999  08:00:00,  4.3019
13-6-1999  08:00:00,  4.2947
14-6-1999  08:00:00,  4.2917
15-6-1999  08:00:00,  4.2976
16-6-1999  08:00:00,  4.3032
17-6-1999  08:00:00,  4.2849
18-6-1999  08:00:00,  4.2458
19-6-1999  08:00:00,  4.2406
20-6-1999  08:00:00,  4.2220
21-6-1999  08:00:00,  4.2088
22-6-1999  08:00:00,  4.1853
23-6-1999  08:00:00,  4.1525
24-6-1999  08:00:00,  4.1165
25-6-1999  08:00:00,  4.0862
26-6-1999  08:00:00,  4.0716
27-6-1999  08:00:00,  4.0691
28-6-1999  08:00:00,  4.0579
29-6-1999  08:00:00,  4.0401
30-6-1999  08:00:00,  4.0193
1-7-1999  08:00:00,  3.9870
2-7-1999  08:00:00,  3.9662
3-7-1999  08:00:00,  3.9587
4-7-1999  08:00:00,  3.9353
5-7-1999  08:00:00,  3.9238
6-7-1999  08:00:00,  3.9149
7-7-1999  08:00:00,  3.9028
8-7-1999  08:00:00,  3.8815
9-7-1999  08:00:00,  3.9616
10-7-1999  08:00:00,  3.9937
11-7-1999  08:00:00,  3.9864
12-7-1999  08:00:00,  3.9617
13-7-1999  08:00:00,  3.9226
14-7-1999  08:00:00,  3.9337
15-7-1999  08:00:00,  3.9456
16-7-1999  08:00:00,  3.9812
17-7-1999  08:00:00,  4.0050
18-7-1999  08:00:00,  4.0647
19-7-1999  08:00:00,  4.1041
20-7-1999  08:00:00,  4.0837
21-7-1999  08:00:00,  4.0335
22-7-1999  08:00:00,  3.9777
23-7-1999  08:00:00,  3.9208
24-7-1999  08:00:00,  3.8910
25-7-1999  08:00:00,  3.8792
