# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# DR        : Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   DR,   RH, EV24
  260,19820402,   21,    7,   21
  260,19820403,    0,    0,   21
  260,19820404,    0,    0,   26
  260,19820405,    0,    0,   25
  260,19820406,   22,   13,   11
  260,19820407,   94,   62,    7
  260,19820408,   52,   31,   14
  260,19820409,   10,   17,   15
  260,19820410,   10,   16,   13
  260,19820411,   14,   22,   14
  260,19820412,    7,   20,   17
  260,19820413,    3,    4,   24
  260,19820414,    0,    0,   24
  260,19820415,    0,    0,   29
  260,19820416,    0,    0,   31
  260,19820417,    0,    0,   31
  260,19820418,    0,    0,   27
  260,19820419,    0,    0,   32
  260,19820420,    0,    0,   25
  260,19820421,    0,    0,   25
  260,19820422,    0,    0,   30
  260,19820423,    4,    4,   20
  260,19820424,    2,    4,   26
  260,19820425,    0,    0,   31
  260,19820426,    8,    2,   20
  260,19820427,    7,    1,    9
  260,19820428,    0,   -1,   20
  260,19820429,   10,   13,   16
  260,19820430,   79,   41,    8
  260,19820501,   53,   57,   10
  260,19820502,    5,    2,   23
  260,19820503,   19,    8,   22
  260,19820504,    5,    1,   30
  260,19820505,   14,    3,   15
  260,19820506,   79,   46,   10
  260,19820507,   11,   13,   17
  260,19820508,    0,   -1,   21
  260,19820509,    0,    0,   38
  260,19820510,    0,    0,   32
  260,19820511,    0,    0,   34
  260,19820512,    0,    0,   35
  260,19820513,    0,    0,   43
  260,19820514,    0,    0,   46
  260,19820515,    0,    0,   46
  260,19820516,    6,    1,   34
  260,19820517,    0,    0,   38
  260,19820518,    0,   -1,   20
  260,19820519,    3,    5,   32
  260,19820520,   85,   75,   15
  260,19820521,    6,   18,   25
  260,19820522,   23,   20,   14
  260,19820523,   25,   10,   15
  260,19820524,    0,   -1,   32
  260,19820525,    0,    0,   24
  260,19820526,    0,    0,   48
  260,19820527,    4,   44,   28
  260,19820528,    0,    0,   32
  260,19820529,    0,    0,   40
  260,19820530,    0,    0,   51
  260,19820531,    0,    0,   52
  260,19820601,    0,   -1,   41
  260,19820602,   25,   54,   46
  260,19820603,    0,    0,   46
  260,19820604,    0,   -1,   31
  260,19820605,    0,    0,   49
  260,19820606,    0,   -1,   21
  260,19820607,    5,   17,   29
  260,19820608,    0,    0,   47
  260,19820609,    0,    0,   46
  260,19820610,    0,    0,   43
  260,19820611,    7,    6,   12
  260,19820612,    3,    4,   24
  260,19820613,   49,   34,   23
  260,19820614,    3,    3,   25
  260,19820615,    0,   -1,   17
  260,19820616,   59,   72,   12
  260,19820617,    0,    0,   28
  260,19820618,   24,   51,   22
  260,19820619,   82,  321,   16
  260,19820620,    0,    0,   34
  260,19820621,    0,   -1,   25
  260,19820622,   31,   99,   21
  260,19820623,   22,   91,   27
  260,19820624,   51,   42,   18
  260,19820625,    0,   -1,   35
  260,19820626,    8,   33,   38
  260,19820627,    7,    3,   29
  260,19820628,    4,    6,   21
  260,19820629,   12,   38,   32
  260,19820630,    0,   -1,   39
  260,19820701,   23,    4,   18
  260,19820702,    0,   -1,   48
  260,19820703,    2,    5,   15
  260,19820704,    0,   -1,   32
  260,19820705,    0,   -1,   36
  260,19820706,    0,    1,   17
  260,19820707,    0,    0,   47
  260,19820708,    0,    0,   48
  260,19820709,    0,    0,   55
  260,19820710,    0,    0,   24
  260,19820711,    0,    0,   46
  260,19820712,    0,    0,   46
  260,19820713,    0,    0,   48
  260,19820714,    2,    1,   45
  260,19820715,   18,  203,   35
  260,19820716,    0,   -1,   30
  260,19820717,    0,    0,   34
  260,19820718,    0,    0,   48
  260,19820719,    0,    0,   38
  260,19820720,    0,    0,   39
  260,19820721,    0,    0,   29
  260,19820722,    0,    0,   30
  260,19820723,    0,    0,   21
  260,19820724,    0,    0,   18
  260,19820725,    0,    0,   25
  260,19820726,    0,   -1,   28
  260,19820727,   23,   14,   21
  260,19820728,    0,    0,   38
  260,19820729,    0,    0,   42
  260,19820730,    0,    0,   41
  260,19820731,    3,   16,   40
  260,19820801,    0,   -1,   33
  260,19820802,    0,    0,   43
  260,19820803,    0,    0,   43
  260,19820804,    0,    0,   41
  260,19820805,   38,   32,   10
  260,19820806,    0,   -1,   39
  260,19820807,    0,    0,   31
  260,19820808,   10,    2,   18
  260,19820809,   10,   12,   24
  260,19820810,    9,   14,   40
  260,19820811,    0,    0,   36
  260,19820812,    0,   -1,   38
  260,19820813,   14,   37,   22
  260,19820814,    5,    2,   31
  260,19820815,   29,   45,   16
  260,19820816,    0,    0,   18
  260,19820817,   15,   77,   24
  260,19820818,   33,   46,   10
  260,19820819,    2,    1,   34
  260,19820820,   33,   86,   31
  260,19820821,    6,    2,   18
  260,19820822,    0,   -1,   15
  260,19820823,   12,   20,   18
  260,19820824,   70,   40,   19
  260,19820825,   12,   18,   22
  260,19820826,    5,    2,   19
  260,19820827,    2,   12,   24
  260,19820828,    1,    1,   19
  260,19820829,    0,    0,   33
  260,19820830,    3,    6,   21
  260,19820831,    6,   17,   15
  260,19820901,   25,   18,   14
  260,19820902,   13,   18,   32
  260,19820903,    0,    0,   31
  260,19820904,    0,    0,   29
  260,19820905,    2,    4,   24
  260,19820906,    0,   -1,    6
  260,19820907,    0,   -1,    9
  260,19820908,    0,    0,   17
  260,19820909,    0,    0,   25
  260,19820910,    0,    0,   28
  260,19820911,    0,    0,   21
  260,19820912,    0,    0,   18
  260,19820913,    0,    0,   22
  260,19820914,    0,    0,   24
  260,19820915,    0,    0,   25
  260,19820916,    0,    0,   20
  260,19820917,    0,    0,   24
  260,19820918,    0,    0,   18
  260,19820919,    0,   -1,   25
  260,19820920,    3,   19,   17
  260,19820921,   24,   59,    7
  260,19820922,    0,    0,   22
  260,19820923,   30,   24,   16
  260,19820924,    0,    0,   19
  260,19820925,   54,   49,    7
  260,19820926,   24,   29,    8
  260,19820927,    0,   -1,   22
  260,19820928,    0,    0,   20
  260,19820929,    0,    0,   22
  260,19820930,   59,   16,    3
  260,19821001,    0,    0,   17
  260,19821002,    0,    0,   21
  260,19821003,    0,    0,   10
  260,19821004,    0,    0,   18
  260,19821005,   44,   55,    3
  260,19821006,    0,    0,   11
  260,19821007,   81,  154,    3
  260,19821008,   36,  162,    6
  260,19821009,   82,  140,    7
  260,19821010,   96,  261,    4
  260,19821011,   37,   12,    5
  260,19821012,   29,    8,    8
  260,19821013,   57,   74,    5
  260,19821014,   24,   20,    7
  260,19821015,   54,   55,    8
  260,19821016,   11,    4,   11
  260,19821017,   35,   14,   10
  260,19821018,   21,   32,   13
  260,19821019,   10,    2,    8
  260,19821020,    0,   -1,    7
  260,19821021,   43,   23,    8
  260,19821022,   10,    1,   13
  260,19821023,   67,   25,    2
  260,19821024,    0,   -1,   13
  260,19821025,    0,   -1,    4
  260,19821026,    0,   -1,    4
  260,19821027,    0,    0,   13
  260,19821028,    0,    0,    7
  260,19821029,    0,    0,    9
  260,19821030,    0,    0,    1
  260,19821031,    0,    0,    5
  260,19821101,    0,   -1,    6
  260,19821102,    0,   -1,    2
  260,19821103,    0,    0,    3
  260,19821104,    0,   -1,    2
  260,19821105,    0,   -1,    2
  260,19821106,    0,    0,    9
  260,19821107,    0,   -1,    7
  260,19821108,   51,   52,    6
  260,19821109,    0,   -1,    3
  260,19821110,   28,   11,    3
  260,19821111,    0,    0,    7
  260,19821112,   31,   45,    3
  260,19821113,    9,    8,    3
  260,19821114,   54,   33,    6
  260,19821115,   80,   78,    5
  260,19821116,   44,   45,    1
  260,19821117,   72,   70,    4
  260,19821118,   57,   74,    1
  260,19821119,    5,   30,    5
  260,19821120,    8,   13,    4
  260,19821121,    0,    0,    5
  260,19821122,   57,   97,    3
  260,19821123,   40,   23,    1
  260,19821124,    0,   -1,    3
  260,19821125,   53,   22,    1
  260,19821126,    4,   14,    2
  260,19821127,    0,    0,    3
  260,19821128,    0,    0,    3
  260,19821129,    0,    0,    2
  260,19821130,    0,    0,    2
  260,19821201,    0,    0,    4
  260,19821202,    0,    0,    1
  260,19821203,    0,    0,    1
  260,19821204,    0,   -1,    0
  260,19821205,   55,   48,    2
  260,19821206,   24,    6,    4
  260,19821207,   30,   46,    1
  260,19821208,    2,    1,    4
  260,19821209,   58,  105,    1
  260,19821210,   68,   95,    1
  260,19821211,   30,   75,    2
  260,19821212,    0,    0,    2
  260,19821213,    0,    0,    1
  260,19821214,    9,    3,    1
  260,19821215,   44,   14,    1
  260,19821216,   16,   31,    2
  260,19821217,   56,   41,    1
  260,19821218,   11,   15,    2
  260,19821219,   38,   86,    3
  260,19821220,   11,   17,    2
  260,19821221,   87,   90,    1
  260,19821222,   62,   44,    1
  260,19821223,    1,    2,    3
  260,19821224,   28,    3,    1
  260,19821225,    5,    1,    1
  260,19821226,    8,    1,    1
  260,19821227,    9,    4,    4
  260,19821228,    2,    2,    2
  260,19821229,    0,   -1,    4
  260,19821230,    0,    0,    2
  260,19821231,    0,   -1,    1
  260,19830101,   37,   15,    3
  260,19830102,    0,   -1,    2
  260,19830103,  156,  209,    0
  260,19830104,   90,  120,    1
  260,19830105,   31,   26,    1
  260,19830106,   33,   22,    3
  260,19830107,    1,    1,    4
  260,19830108,   10,    4,    4
  260,19830109,   36,   46,    1
  260,19830110,    8,    2,    3
  260,19830111,    0,   -1,    3
  260,19830112,    0,    0,    1
  260,19830113,   58,   36,    1
  260,19830114,   74,  101,    0
  260,19830115,   61,   54,    1
  260,19830116,    0,   -1,    4
  260,19830117,    0,   -1,    1
  260,19830118,    5,   14,    5
  260,19830119,    9,   16,    2
  260,19830120,    0,    0,    3
  260,19830121,    0,   -1,    2
  260,19830122,    0,    0,    1
  260,19830123,    0,    0,    6
  260,19830124,    0,   -1,    5
  260,19830125,   87,   47,    1
  260,19830126,    8,    1,    4
  260,19830127,    8,    3,    1
  260,19830128,   39,   61,    1
  260,19830129,    0,   -1,    6
  260,19830130,   37,   58,    3
  260,19830131,   94,  110,    3
  260,19830201,   59,   69,    5
  260,19830202,   39,   88,    5
  260,19830203,   14,   29,    5
  260,19830204,    0,    0,    7
  260,19830205,   86,  107,    4
  260,19830206,   41,   33,    3
  260,19830207,   19,    8,    2
  260,19830208,   14,    2,    3
  260,19830209,   13,    3,    2
  260,19830210,    0,    0,    1
  260,19830211,    0,   -1,    6
  260,19830212,    0,   -1,    5
  260,19830213,    0,   -1,    8
  260,19830214,    0,    0,    8
  260,19830215,    0,    0,    8
  260,19830216,    0,    0,    9
  260,19830217,    0,    0,    9
  260,19830218,    0,    0,    9
  260,19830219,    0,    0,    4
  260,19830220,    0,   -1,    6
  260,19830221,    0,   -1,   11
  260,19830222,    0,    0,   10
  260,19830223,    0,    0,   11
  260,19830224,    0,    0,   11
  260,19830225,   14,    3,    5
  260,19830226,   25,   22,    2
  260,19830227,   68,   72,    2
  260,19830228,   11,    6,    5
  260,19830301,    7,   12,    6
  260,19830302,    0,    0,    9
  260,19830303,    0,    0,   13
  260,19830304,    0,    0,   10
  260,19830305,    0,    0,   13
  260,19830306,    0,   -1,    6
  260,19830307,    0,    0,   11
  260,19830308,    0,    0,   13
  260,19830309,    0,    0,    4
  260,19830310,    0,    0,    8
  260,19830311,    0,    0,   12
  260,19830312,    0,    0,   16
  260,19830313,    0,    0,   16
  260,19830314,   21,   78,    7
  260,19830315,    0,    0,   11
  260,19830316,    0,   -1,   12
  260,19830317,   71,   47,    3
  260,19830318,   25,   16,    5
  260,19830319,  108,   80,    3
  260,19830320,   46,   39,    5
  260,19830321,   30,   44,    6
  260,19830322,   19,   26,    7
  260,19830323,   98,  118,    7
  260,19830324,    0,   -1,    7
  260,19830325,   67,  145,   10
  260,19830326,   38,   47,   14
  260,19830327,   83,   54,   10
  260,19830328,    1,    2,   14
  260,19830329,   30,   16,   14
  260,19830330,   60,   39,   13
  260,19830331,   27,   43,    9
  260,19830401,    0,   -1,   13
  260,19830402,    0,    0,    7
  260,19830403,    6,    5,   16
  260,19830404,   19,    7,    8
  260,19830405,   56,   95,   11
  260,19830406,   51,   37,   15
  260,19830407,   16,   31,   13
  260,19830408,   41,   24,    9
  260,19830409,    0,    0,   19
  260,19830410,   37,   80,    7
  260,19830411,   24,   14,   14
  260,19830412,   93,   64,   13
  260,19830413,    0,   -1,   19
  260,19830414,   14,   12,   17
  260,19830415,    0,   -1,   29
  260,19830416,    0,    0,   31
  260,19830417,   38,   33,    6
  260,19830418,    0,   -1,   21
  260,19830419,    0,   -1,    8
  260,19830420,    0,    0,   23
  260,19830421,  103,  109,    6
  260,19830422,    0,   -1,   22
  260,19830423,   34,   39,   16
  260,19830424,    0,    0,   28
  260,19830425,    1,    1,   12
  260,19830426,    2,    2,   21
  260,19830427,   84,  257,    8
  260,19830428,    0,   -1,   17
  260,19830429,   32,   40,   23
  260,19830430,    0,   -1,   33
  260,19830501,  118,  121,   12
  260,19830502,   77,   90,   18
  260,19830503,  123,  140,    4
  260,19830504,    0,    0,   22
  260,19830505,    0,    0,   33
  260,19830506,   26,   48,   18
  260,19830507,   18,   19,   15
  260,19830508,   17,   79,   19
  260,19830509,   23,   35,   16
  260,19830510,    9,    7,   29
  260,19830511,   94,   76,   12
  260,19830512,   28,   51,   12
  260,19830513,    3,    2,   24
  260,19830514,    0,    0,   28
  260,19830515,    2,    6,   19
  260,19830516,   29,   21,    9
  260,19830517,   16,   16,   21
  260,19830518,   29,   32,   20
  260,19830519,   16,   68,   24
  260,19830520,   65,   91,   26
  260,19830521,  117,  112,    7
  260,19830522,    2,    7,   21
  260,19830523,    0,    0,   34
  260,19830524,  153,   74,    5
  260,19830525,  112,   50,    3
  260,19830526,   35,   22,    5
  260,19830527,    1,    1,   12
  260,19830528,   72,   54,   10
  260,19830529,   12,    3,   12
  260,19830530,    0,    0,   23
  260,19830531,    2,    6,   42
  260,19830601,   41,   92,   41
  260,19830602,   30,   69,   19
  260,19830603,    0,    0,   35
  260,19830604,   12,   14,   35
  260,19830605,    3,    1,   38
  260,19830606,    0,    0,   45
  260,19830607,    0,    0,   49
  260,19830608,   49,   40,   24
  260,19830609,    0,   -1,   36
  260,19830610,    0,   -1,   35
  260,19830611,    0,   -1,   24
  260,19830612,    0,    0,   37
  260,19830613,    0,    0,   43
  260,19830614,    3,    4,   28
  260,19830615,    5,   16,   32
  260,19830616,    0,    0,   26
  260,19830617,    0,   -1,   42
  260,19830618,    0,    0,   32
  260,19830619,    0,    0,   43
  260,19830620,    0,    0,   50
  260,19830621,    0,    0,   49
  260,19830622,    0,    0,   49
  260,19830623,    5,    1,   41
  260,19830624,    0,   -1,   31
  260,19830625,    0,    0,   29
  260,19830626,    0,   -1,   41
  260,19830627,    5,    4,   27
  260,19830628,    3,    2,   30
  260,19830629,   80,   57,    6
  260,19830630,   55,   53,   16
  260,19830701,    0,    0,   36
  260,19830702,    0,   -1,   23
  260,19830703,    0,    0,   40
  260,19830704,    0,    0,   45
  260,19830705,    0,    0,   49
  260,19830706,    0,   -1,   28
  260,19830707,    0,   -1,   37
  260,19830708,    0,    0,   43
  260,19830709,    0,    0,   41
  260,19830710,    0,    0,   45
  260,19830711,    0,    0,   48
  260,19830712,    0,    0,   50
  260,19830713,    0,    0,   31
  260,19830714,    0,    0,   44
  260,19830715,    0,    0,   41
  260,19830716,    0,    0,   42
  260,19830717,    0,   -1,   40
  260,19830718,    0,    0,   27
  260,19830719,    0,   -1,   23
  260,19830720,    0,   -1,   31
  260,19830721,    0,    0,   45
  260,19830722,    0,    0,   46
  260,19830723,    0,    0,   39
  260,19830724,   23,  170,   16
  260,19830725,    0,    0,   40
  260,19830726,    8,   29,   31
  260,19830727,   10,    4,   24
  260,19830728,    0,    0,   19
  260,19830729,    0,   -1,   32
  260,19830730,    0,    0,   33
  260,19830731,    0,    0,   38
  260,19830801,   24,   75,    9
  260,19830802,   12,   70,   19
  260,19830803,    0,    0,   25
  260,19830804,    0,   -1,   20
  260,19830805,    7,   19,   15
  260,19830806,   19,   22,   12
  260,19830807,    0,    0,   32
  260,19830808,    0,    0,   33
  260,19830809,    0,    0,   39
  260,19830810,    0,    0,   35
  260,19830811,    0,    0,   41
  260,19830812,    0,    0,   27
  260,19830813,    0,   -1,   21
  260,19830814,    3,    1,   19
  260,19830815,    0,    0,   38
  260,19830816,    0,    0,   25
  260,19830817,   45,   37,    7
  260,19830818,    0,    0,   35
  260,19830819,    0,    0,   35
  260,19830820,   25,   61,   33
  260,19830821,   21,   43,   25
  260,19830822,    0,   -1,   33
  260,19830823,    0,    0,   31
  260,19830824,    0,    0,   30
  260,19830825,    0,    0,   30
  260,19830826,    0,    0,   33
  260,19830827,    0,    0,   28
  260,19830828,    0,   -1,   18
  260,19830829,    0,    0,   25
  260,19830830,    0,    0,   34
  260,19830831,    0,    0,   31
  260,19830901,    6,   10,    7
  260,19830902,    0,   -1,   22
  260,19830903,   58,   62,    6
  260,19830904,    0,   -1,   17
  260,19830905,    1,    2,   16
  260,19830906,    6,   22,   24
  260,19830907,    0,    0,   24
  260,19830908,    5,    1,   19
  260,19830909,    4,    1,   11
  260,19830910,   27,   49,   14
  260,19830911,  114,  175,    6
  260,19830912,   58,  253,   17
  260,19830913,   78,  132,   18
  260,19830914,   67,  141,    5
  260,19830915,   10,   38,   11
  260,19830916,    4,   15,   14
  260,19830917,   59,  127,   10
  260,19830918,  118,   85,    4
  260,19830919,    0,   -1,   21
  260,19830920,    6,    6,   19
  260,19830921,   36,   24,   12
  260,19830922,    4,    1,   17
  260,19830923,    0,    0,   23
  260,19830924,    2,    1,   15
  260,19830925,    0,    0,   21
